trade_id,bot_id,algo_id,ticker,entry_price,exit_price,entry_time,exit_time,entry_trigger_price,exit_trigger_price,entry_trigger_time,exit_trigger_time,trade_size,trade_direction,trade_pnl,trade_status
24,2,1,COIN,276.51,276.13,2025-02-11 21:07:14.906881,2025-02-11 21:09:04.187666,,276.13,,2025-02-11 21:09:04.187666,10000.00,SHORT,0.38,closed
25,3,2,COIN,276.54,275.91,2025-02-11 21:07:21.750909,2025-02-11 21:07:46.820643,,275.91,,2025-02-11 21:07:46.820643,10000.00,LONG,-0.63,closed
27,3,2,COIN,276.13,276.20,2025-02-11 21:09:04.187666,2025-02-11 21:10:02.575585,,276.20,,2025-02-11 21:10:02.575585,10000.00,LONG,0.07,closed
28,4,2,TSLA,342.33,342.77,2025-02-11 21:09:36.994681,2025-02-11 21:11:18.937023,,342.77,,2025-02-11 21:11:18.937023,10000.00,SHORT,-0.44,closed
29,2,1,COIN,276.43,275.43,2025-02-11 21:10:08.413797,2025-02-11 21:12:45.694926,,275.43,,2025-02-11 21:12:45.694926,10000.00,SHORT,1.00,closed
30,3,2,COIN,276.69,276.02,2025-02-11 21:10:11.422353,2025-02-11 21:10:23.696412,,276.02,,2025-02-11 21:10:23.696412,10000.00,LONG,-0.67,closed
32,3,2,COIN,276.32,275.84,2025-02-11 21:11:01.909229,2025-02-11 21:11:23.949229,,275.84,,2025-02-11 21:11:23.949229,10000.00,LONG,-0.48,closed
33,4,2,TSLA,342.31,342.63,2025-02-11 21:11:29.962352,2025-02-11 21:12:27.882886,,342.63,,2025-02-11 21:12:27.882886,10000.00,SHORT,-0.32,closed
35,3,2,COIN,275.41,275.04,2025-02-11 21:12:44.667776,2025-02-11 21:13:09.953682,,275.04,,2025-02-11 21:13:09.953682,10000.00,LONG,-0.37,closed
36,2,1,COIN,275.04,275.47,2025-02-11 21:13:09.953682,2025-02-11 21:13:48.081819,,275.47,,2025-02-11 21:13:48.081819,10000.00,SHORT,-0.43,closed
37,4,2,TSLA,342.21,342.85,2025-02-11 21:13:21.721832,2025-02-11 21:14:05.129658,,342.85,,2025-02-11 21:14:05.129658,10000.00,SHORT,-0.64,closed
38,3,2,COIN,275.23,276.32,2025-02-11 21:13:34.320751,2025-02-11 21:16:34.052354,,276.32,,2025-02-11 21:16:34.052354,10000.00,LONG,1.09,closed
39,2,1,COIN,275.11,275.80,2025-02-11 21:13:54.354659,2025-02-11 21:15:01.509859,,275.80,,2025-02-11 21:15:01.509859,10000.00,SHORT,-0.69,closed
41,2,1,COIN,276.53,276.60,2025-02-11 21:16:31.292644,2025-02-11 21:17:50.335902,,276.60,,2025-02-11 21:17:50.335902,10000.00,SHORT,-0.07,closed
42,3,2,COIN,276.80,276.15,2025-02-11 21:16:39.302701,2025-02-11 21:17:00.455067,,276.15,,2025-02-11 21:17:00.455067,10000.00,LONG,-0.65,closed
43,4,2,TSLA,343.59,343.85,2025-02-11 21:16:41.053248,2025-02-11 21:19:49.250938,,343.85,,2025-02-11 21:19:49.250938,10000.00,SHORT,-0.26,closed
44,3,2,COIN,276.50,276.29,2025-02-11 21:17:46.323725,2025-02-11 21:19:36.510354,,276.29,,2025-02-11 21:19:36.510354,10000.00,LONG,-0.21,closed
46,2,1,COIN,276.30,276.79,2025-02-11 21:18:47.664425,2025-02-11 21:19:41.000638,,276.79,,2025-02-11 21:19:41.000638,10000.00,SHORT,-0.49,closed
47,3,2,COIN,276.62,276.44,2025-02-11 21:19:39.741216,2025-02-11 21:20:25.309877,,276.44,,2025-02-11 21:20:25.309877,10000.00,LONG,-0.18,closed
48,2,1,COIN,276.82,277.01,2025-02-11 21:20:04.027817,2025-02-11 21:20:27.415902,,277.01,,2025-02-11 21:20:27.415902,10000.00,SHORT,-0.19,closed
49,3,2,COIN,277.02,276.44,2025-02-11 21:20:27.163670,2025-02-11 21:20:30.916758,,276.44,,2025-02-11 21:20:30.916758,10000.00,LONG,-0.58,closed
50,2,1,COIN,276.43,276.86,2025-02-11 21:20:30.416720,2025-02-11 21:20:43.688215,,276.86,,2025-02-11 21:20:43.688215,10000.00,SHORT,-0.43,closed
51,3,2,COIN,276.91,276.31,2025-02-11 21:20:35.437780,2025-02-11 21:20:40.455751,,276.31,,2025-02-11 21:20:40.455751,10000.00,LONG,-0.60,closed
52,3,2,COIN,276.81,276.23,2025-02-11 21:20:41.433916,2025-02-11 21:20:44.436305,,276.23,,2025-02-11 21:20:44.436305,10000.00,LONG,-0.58,closed
53,4,2,TSLA,343.74,343.69,2025-02-11 21:20:43.937059,2025-02-11 21:21:18.432256,,343.69,,2025-02-11 21:21:18.432256,10000.00,SHORT,0.05,closed
54,2,1,COIN,276.23,276.48,2025-02-11 21:20:44.436305,2025-02-11 21:21:28.778773,,276.48,,2025-02-11 21:21:28.778773,10000.00,SHORT,-0.25,closed
56,2,1,COIN,276.11,276.60,2025-02-11 21:21:33.808871,2025-02-11 21:22:53.055215,,276.60,,2025-02-11 21:22:53.055215,10000.00,SHORT,-0.49,closed
57,4,2,TSLA,343.86,344.11,2025-02-11 21:21:42.813352,2025-02-11 21:22:58.586519,,344.11,,2025-02-11 21:22:58.586519,10000.00,SHORT,-0.25,closed
58,3,2,COIN,276.39,276.03,2025-02-11 21:21:53.818954,2025-02-11 21:24:46.020196,,276.03,,2025-02-11 21:24:46.020196,10000.00,LONG,-0.36,closed
60,2,1,COIN,276.30,276.17,2025-02-11 21:22:53.583369,2025-02-11 21:25:46.158727,,276.17,,2025-02-11 21:25:46.158727,10000.00,SHORT,0.13,closed
61,4,2,TSLA,343.97,344.66,2025-02-11 21:23:42.271578,2025-02-11 21:24:13.520130,,344.66,,2025-02-11 21:24:13.520130,10000.00,SHORT,-0.69,closed
62,2,1,COIN,276.12,276.12,2025-02-11 21:23:53.292922,2025-02-11 21:25:52.157211,,276.12,,2025-02-11 21:25:52.157211,10000.00,SHORT,0.00,closed
63,4,2,TSLA,344.20,344.14,2025-02-11 21:24:22.725101,2025-02-11 21:26:11.938277,,344.14,,2025-02-11 21:26:11.938277,10000.00,SHORT,0.06,closed
64,3,2,COIN,276.31,275.67,2025-02-11 21:24:47.001546,2025-02-11 21:24:55.267640,,275.67,,2025-02-11 21:24:55.267640,10000.00,LONG,-0.64,closed
65,2,1,COIN,275.81,275.84,2025-02-11 21:25:47.153067,2025-02-11 21:29:35.758380,,275.84,,2025-02-11 21:29:35.758380,10000.00,SHORT,-0.03,closed
66,3,2,COIN,275.82,275.54,2025-02-11 21:25:57.916031,2025-02-11 21:27:03.769764,,275.54,,2025-02-11 21:27:03.769764,10000.00,LONG,-0.28,closed
67,2,1,COIN,275.76,275.82,2025-02-11 21:26:04.927012,2025-02-11 21:29:33.250526,,275.82,,2025-02-11 21:29:33.250526,10000.00,SHORT,-0.06,closed
69,4,2,TSLA,343.67,344.03,2025-02-11 21:26:20.955082,2025-02-11 21:28:15.423868,,344.03,,2025-02-11 21:28:15.423868,10000.00,SHORT,-0.36,closed
71,3,2,COIN,275.91,275.28,2025-02-11 21:27:04.792978,2025-02-11 21:28:04.123809,,275.28,,2025-02-11 21:28:04.123809,10000.00,LONG,-0.63,closed
73,4,2,TSLA,343.91,344.54,2025-02-11 21:28:35.177301,2025-02-11 21:29:10.958175,,344.54,,2025-02-11 21:29:10.958175,10000.00,SHORT,-0.63,closed
74,3,2,COIN,275.63,275.30,2025-02-11 21:28:45.984441,2025-02-11 21:30:00.799693,,275.30,,2025-02-11 21:30:00.799693,10000.00,LONG,-0.33,closed
75,4,2,TSLA,343.91,344.56,2025-02-11 21:29:34.275384,2025-02-11 21:31:08.406116,,344.56,,2025-02-11 21:31:08.406116,10000.00,SHORT,-0.65,closed
76,2,1,COIN,275.39,275.90,2025-02-11 21:29:37.759962,2025-02-11 21:30:23.089570,,275.90,,2025-02-11 21:30:23.089570,10000.00,SHORT,-0.51,closed
77,2,1,COIN,275.40,275.75,2025-02-11 21:29:43.272930,2025-02-11 21:30:11.574907,,275.75,,2025-02-11 21:30:11.574907,10000.00,SHORT,-0.35,closed
78,3,2,COIN,275.68,275.79,2025-02-11 21:30:04.813091,2025-02-11 21:31:37.727478,,275.79,,2025-02-11 21:31:37.727478,10000.00,LONG,0.11,closed
80,2,1,COIN,275.59,276.19,2025-02-11 21:30:35.340815,2025-02-11 21:31:11.516229,,276.19,,2025-02-11 21:31:11.516229,10000.00,SHORT,-0.60,closed
81,2,1,COIN,275.59,276.19,2025-02-11 21:30:35.340815,2025-02-11 21:31:11.516229,,276.19,,2025-02-11 21:31:11.516229,10000.00,SHORT,-0.60,closed
82,2,1,COIN,275.93,276.09,2025-02-11 21:31:32.262409,2025-02-11 21:33:08.415391,,276.09,,2025-02-11 21:33:08.415391,10000.00,SHORT,-0.16,closed
83,2,1,COIN,275.93,275.95,2025-02-11 21:31:32.262409,2025-02-11 21:35:58.525703,,275.95,,2025-02-11 21:35:58.525703,10000.00,SHORT,-0.02,closed
84,3,2,COIN,276.14,275.72,2025-02-11 21:31:47.528670,2025-02-11 21:32:34.353966,,275.72,,2025-02-11 21:32:34.353966,10000.00,LONG,-0.42,closed
85,4,2,TSLA,343.99,344.00,2025-02-11 21:31:57.045352,2025-02-11 21:32:19.101843,,344.00,,2025-02-11 21:32:19.101843,10000.00,SHORT,-0.01,closed
86,4,2,TSLA,344.07,344.65,2025-02-11 21:32:35.367193,2025-02-11 21:33:39.239107,,344.65,,2025-02-11 21:33:39.239107,10000.00,SHORT,-0.58,closed
88,3,2,COIN,275.91,275.47,2025-02-11 21:32:57.645062,2025-02-11 21:34:16.547808,,275.47,,2025-02-11 21:34:16.547808,10000.00,LONG,-0.44,closed
89,2,1,COIN,275.69,275.93,2025-02-11 21:33:12.520169,2025-02-11 21:37:11.135013,,275.93,,2025-02-11 21:37:11.135013,10000.00,SHORT,-0.24,closed
91,4,2,TSLA,344.28,342.80,2025-02-11 21:34:37.919315,2025-02-11 21:42:44.710730,,342.80,,2025-02-11 21:42:44.710730,10000.00,SHORT,1.48,closed
92,3,2,COIN,275.76,275.33,2025-02-11 21:34:58.676912,2025-02-11 21:36:37.329888,,275.33,,2025-02-11 21:36:37.329888,10000.00,LONG,-0.43,closed
93,2,1,COIN,275.57,275.94,2025-02-11 21:36:10.538635,2025-02-11 21:36:54.362117,,275.94,,2025-02-11 21:36:54.362117,10000.00,SHORT,-0.37,closed
94,3,2,COIN,275.75,275.67,2025-02-11 21:36:52.857276,2025-02-11 21:38:00.228962,,275.67,,2025-02-11 21:38:00.228962,10000.00,LONG,-0.08,closed
95,2,1,COIN,275.64,276.23,2025-02-11 21:37:12.135374,2025-02-11 21:37:17.141459,,276.23,,2025-02-11 21:37:17.141459,10000.00,SHORT,-0.59,closed
96,2,1,COIN,275.64,276.22,2025-02-11 21:37:12.135374,2025-02-11 21:37:16.640483,,276.22,,2025-02-11 21:37:16.640483,10000.00,SHORT,-0.58,closed
98,3,2,COIN,275.88,275.55,2025-02-11 21:38:00.954370,2025-02-11 21:39:26.267669,,275.55,,2025-02-11 21:39:26.267669,10000.00,LONG,-0.33,closed
99,2,1,COIN,275.57,276.16,2025-02-11 21:38:03.458321,2025-02-11 21:38:42.073116,,276.16,,2025-02-11 21:38:42.073116,10000.00,SHORT,-0.59,closed
100,2,1,COIN,275.57,276.06,2025-02-11 21:38:03.458321,2025-02-11 21:38:37.586205,,276.06,,2025-02-11 21:38:37.586205,10000.00,SHORT,-0.49,closed
101,2,1,COIN,275.91,275.71,2025-02-11 21:38:40.378304,2025-02-11 21:41:04.099655,,275.71,,2025-02-11 21:41:04.099655,10000.00,SHORT,0.20,closed
102,2,1,COIN,275.84,275.71,2025-02-11 21:38:54.004476,2025-02-11 21:40:59.841337,,275.71,,2025-02-11 21:40:59.841337,10000.00,SHORT,0.13,closed
103,3,2,COIN,275.88,275.14,2025-02-11 21:39:31.276976,2025-02-11 21:40:21.101651,,275.14,,2025-02-11 21:40:21.101651,10000.00,LONG,-0.74,closed
104,3,2,COIN,275.64,275.22,2025-02-11 21:40:56.357926,2025-02-11 21:41:31.839622,,275.22,,2025-02-11 21:41:31.839622,10000.00,LONG,-0.42,closed
105,2,1,COIN,275.37,275.92,2025-02-11 21:41:01.091229,2025-02-11 21:41:19.120353,,275.92,,2025-02-11 21:41:19.120353,10000.00,SHORT,-0.55,closed
106,2,1,COIN,275.42,275.62,2025-02-11 21:41:08.602878,2025-02-11 21:42:06.145637,,275.62,,2025-02-11 21:42:06.145637,10000.00,SHORT,-0.20,closed
108,2,1,COIN,275.30,275.62,2025-02-11 21:41:35.094768,2025-02-11 21:42:05.673731,,275.62,,2025-02-11 21:42:05.673731,10000.00,SHORT,-0.32,closed
109,3,2,COIN,275.64,275.90,2025-02-11 21:42:07.896859,2025-02-11 21:47:32.197699,,275.90,,2025-02-11 21:47:32.197699,10000.00,LONG,0.26,closed
110,2,1,COIN,275.56,276.20,2025-02-11 21:43:25.559484,2025-02-11 21:45:35.503567,,276.20,,2025-02-11 21:45:35.503567,10000.00,SHORT,-0.64,closed
111,2,1,COIN,275.60,276.20,2025-02-11 21:43:52.670084,2025-02-11 21:45:35.503567,,276.20,,2025-02-11 21:45:35.503567,10000.00,SHORT,-0.60,closed
112,4,2,TSLA,343.11,343.88,2025-02-11 21:44:17.874159,2025-02-11 21:44:46.170721,,343.88,,2025-02-11 21:44:46.170721,10000.00,SHORT,-0.77,closed
113,2,1,COIN,275.76,276.36,2025-02-11 21:45:49.277677,2025-02-11 21:47:05.416613,,276.36,,2025-02-11 21:47:05.416613,10000.00,SHORT,-0.60,closed
114,2,1,COIN,275.70,276.30,2025-02-11 21:45:49.526554,2025-02-11 21:46:33.853137,,276.30,,2025-02-11 21:46:33.853137,10000.00,SHORT,-0.60,closed
115,4,2,TSLA,344.24,340.29,2025-02-11 21:46:29.341713,2025-02-11 21:57:07.088409,,340.29,,2025-02-11 21:57:07.088409,10000.00,SHORT,3.95,closed
116,2,1,COIN,276.05,276.08,2025-02-11 21:46:47.121705,2025-02-11 21:49:37.156375,,276.08,,2025-02-11 21:49:37.156375,10000.00,SHORT,-0.03,closed
117,2,1,COIN,276.02,276.10,2025-02-11 21:47:29.191809,2025-02-11 21:49:40.912595,,276.10,,2025-02-11 21:49:40.912595,10000.00,SHORT,-0.08,closed
118,3,2,COIN,275.82,275.54,2025-02-11 21:48:43.821596,2025-02-11 21:50:38.506425,,275.54,,2025-02-11 21:50:38.506425,10000.00,LONG,-0.28,closed
120,2,1,COIN,275.54,276.12,2025-02-11 21:50:38.506425,2025-02-11 21:50:51.781233,,276.12,,2025-02-11 21:50:51.781233,10000.00,SHORT,-0.58,closed
121,2,1,COIN,275.54,276.12,2025-02-11 21:50:38.506425,2025-02-11 21:50:51.781233,,276.12,,2025-02-11 21:50:51.781233,10000.00,SHORT,-0.58,closed
122,3,2,COIN,276.00,276.10,2025-02-11 21:50:43.034134,2025-02-11 21:56:51.310164,,276.10,,2025-02-11 21:56:51.310164,10000.00,LONG,0.10,closed
123,2,1,COIN,275.95,276.51,2025-02-11 21:50:58.549429,2025-02-11 21:51:53.637882,,276.51,,2025-02-11 21:51:53.637882,10000.00,SHORT,-0.56,closed
124,2,1,COIN,275.95,276.51,2025-02-11 21:50:58.549429,2025-02-11 21:51:53.637882,,276.51,,2025-02-11 21:51:53.637882,10000.00,SHORT,-0.56,closed
125,2,1,COIN,276.19,276.64,2025-02-11 21:52:12.424792,2025-02-11 21:54:41.677669,,276.64,,2025-02-11 21:54:41.677669,10000.00,SHORT,-0.45,closed
126,2,1,COIN,276.19,276.64,2025-02-11 21:52:12.424792,2025-02-11 21:54:41.677669,,276.64,,2025-02-11 21:54:41.677669,10000.00,SHORT,-0.45,closed
128,2,1,COIN,276.33,274.67,2025-02-11 21:55:14.734133,2025-02-11 22:00:20.497512,,274.67,,2025-02-11 22:00:20.497512,10000.00,SHORT,1.66,closed
129,2,1,COIN,276.33,273.42,2025-02-11 21:55:14.734133,2025-02-11 22:06:39.550618,,273.42,,2025-02-11 22:06:39.550618,10000.00,SHORT,2.91,closed
131,3,2,COIN,275.91,275.50,2025-02-11 21:57:54.921205,2025-02-11 21:59:12.838105,,275.50,,2025-02-11 21:59:12.838105,10000.00,LONG,-0.41,closed
132,4,2,TSLA,340.15,339.88,2025-02-11 21:58:21.005644,2025-02-11 22:00:28.698013,,339.88,,2025-02-11 22:00:28.698013,10000.00,SHORT,0.27,closed
134,2,1,COIN,274.41,273.42,2025-02-11 22:00:21.754766,2025-02-11 22:06:39.550618,,273.42,,2025-02-11 22:06:39.550618,10000.00,SHORT,0.99,closed
135,3,2,COIN,274.39,273.84,2025-02-11 22:01:35.923202,2025-02-11 22:01:40.929912,,273.84,,2025-02-11 22:01:40.929912,10000.00,LONG,-0.55,closed
136,3,2,COIN,274.20,273.63,2025-02-11 22:02:02.216949,2025-02-11 22:04:29.834848,,273.63,,2025-02-11 22:04:29.834848,10000.00,LONG,-0.57,closed
137,4,2,TSLA,340.21,338.95,2025-02-11 22:02:10.980594,2025-02-11 22:06:34.293947,,338.95,,2025-02-11 22:06:34.293947,10000.00,SHORT,1.26,closed
140,3,2,COIN,273.47,272.92,2025-02-11 22:06:48.819668,2025-02-11 22:07:00.587010,,272.92,,2025-02-11 22:07:00.587010,10000.00,LONG,-0.55,closed
141,2,1,COIN,273.03,273.46,2025-02-11 22:06:50.068999,2025-02-11 22:09:13.558114,,273.46,,2025-02-11 22:09:13.558114,10000.00,SHORT,-0.43,closed
142,2,1,COIN,273.28,273.44,2025-02-11 22:06:50.568866,2025-02-11 22:09:11.302314,,273.44,,2025-02-11 22:09:11.302314,10000.00,SHORT,-0.16,closed
143,3,2,COIN,273.06,273.18,2025-02-11 22:07:17.866647,2025-02-11 22:11:38.612150,,273.18,,2025-02-11 22:11:38.612150,10000.00,LONG,0.12,closed
144,4,2,TSLA,338.93,336.48,2025-02-11 22:07:44.411540,2025-02-11 22:19:38.015426,,336.48,,2025-02-11 22:19:38.015426,10000.00,SHORT,2.45,closed
147,2,1,COIN,273.40,273.00,2025-02-11 22:10:15.229572,2025-02-11 22:14:59.819439,,273.00,,2025-02-11 22:14:59.819439,10000.00,SHORT,0.40,closed
148,2,1,COIN,273.40,273.00,2025-02-11 22:10:15.229572,2025-02-11 22:14:59.819439,,273.00,,2025-02-11 22:14:59.819439,10000.00,SHORT,0.40,closed
149,3,2,COIN,273.29,272.78,2025-02-11 22:12:41.715546,2025-02-11 22:13:13.763993,,272.78,,2025-02-11 22:13:13.763993,10000.00,LONG,-0.51,closed
152,3,2,COIN,272.93,272.76,2025-02-11 22:14:47.299447,2025-02-11 22:16:41.227265,,272.76,,2025-02-11 22:16:41.227265,10000.00,LONG,-0.17,closed
153,2,1,COIN,272.99,273.09,2025-02-11 22:16:28.956393,2025-02-11 22:18:23.643982,,273.09,,2025-02-11 22:18:23.643982,10000.00,SHORT,-0.10,closed
154,2,1,COIN,272.99,273.09,2025-02-11 22:16:28.956393,2025-02-11 22:18:23.643982,,273.09,,2025-02-11 22:18:23.643982,10000.00,SHORT,-0.10,closed
155,3,2,COIN,272.69,272.94,2025-02-11 22:17:44.079790,2025-02-11 22:21:32.080610,,272.94,,2025-02-11 22:21:32.080610,10000.00,LONG,0.25,closed
156,2,1,COIN,272.88,273.59,2025-02-11 22:19:22.990686,2025-02-11 22:20:16.585237,,273.59,,2025-02-11 22:20:16.585237,10000.00,SHORT,-0.71,closed
157,2,1,COIN,272.88,273.59,2025-02-11 22:19:22.990686,2025-02-11 22:20:16.585237,,273.59,,2025-02-11 22:20:16.585237,10000.00,SHORT,-0.71,closed
159,2,1,COIN,273.22,271.16,2025-02-11 22:21:09.918342,2025-02-11 22:33:51.204490,,271.16,,2025-02-11 22:33:51.204490,10000.00,SHORT,2.06,closed
160,2,1,COIN,273.22,271.14,2025-02-11 22:21:09.918342,2025-02-11 22:33:50.958424,,271.14,,2025-02-11 22:33:50.958424,10000.00,SHORT,2.08,closed
161,4,2,TSLA,337.41,337.55,2025-02-11 22:21:28.326776,2025-02-11 22:22:28.200820,,337.55,,2025-02-11 22:22:28.200820,10000.00,SHORT,-0.14,closed
163,3,2,COIN,273.28,272.67,2025-02-11 22:22:21.188910,2025-02-11 22:23:42.072418,,272.67,,2025-02-11 22:23:42.072418,10000.00,LONG,-0.61,closed
164,4,2,TSLA,337.58,337.04,2025-02-11 22:23:43.070200,2025-02-11 22:27:08.671769,,337.04,,2025-02-11 22:27:08.671769,10000.00,SHORT,0.54,closed
165,3,2,COIN,272.74,272.30,2025-02-11 22:24:46.923435,2025-02-11 22:26:54.901048,,272.30,,2025-02-11 22:26:54.901048,10000.00,LONG,-0.44,closed
167,3,2,COIN,272.46,272.06,2025-02-11 22:27:16.182856,2025-02-11 22:29:19.129358,,272.06,,2025-02-11 22:29:19.129358,10000.00,LONG,-0.40,closed
168,4,2,TSLA,337.16,337.37,2025-02-11 22:29:01.101393,2025-02-11 22:33:09.126469,,337.37,,2025-02-11 22:33:09.126469,10000.00,SHORT,-0.21,closed
169,3,2,COIN,272.07,271.32,2025-02-11 22:30:18.912814,2025-02-11 22:31:02.800669,,271.32,,2025-02-11 22:31:02.800669,10000.00,LONG,-0.75,closed
172,3,2,COIN,270.79,271.10,2025-02-11 22:32:54.099187,2025-02-11 22:43:26.371422,,271.10,,2025-02-11 22:43:26.371422,10000.00,LONG,0.31,closed
173,4,2,TSLA,337.30,336.55,2025-02-11 22:34:09.741924,2025-02-11 22:38:37.071513,,336.55,,2025-02-11 22:38:37.071513,10000.00,SHORT,0.75,closed
174,2,1,COIN,271.12,271.66,2025-02-11 22:35:38.436751,2025-02-11 22:36:19.050236,,271.66,,2025-02-11 22:36:19.050236,10000.00,SHORT,-0.54,closed
175,2,1,COIN,271.10,271.65,2025-02-11 22:35:38.937264,2025-02-11 22:36:18.546978,,271.65,,2025-02-11 22:36:18.546978,10000.00,SHORT,-0.55,closed
176,2,1,COIN,271.29,271.60,2025-02-11 22:37:12.155334,2025-02-11 22:44:41.521589,,271.60,,2025-02-11 22:44:41.521589,10000.00,SHORT,-0.31,closed
177,2,1,COIN,271.29,271.66,2025-02-11 22:37:12.155334,2025-02-11 22:44:46.024496,,271.66,,2025-02-11 22:44:46.024496,10000.00,SHORT,-0.37,closed
179,4,2,TSLA,336.70,336.08,2025-02-11 22:39:40.693861,2025-02-11 22:44:13.461336,,336.08,,2025-02-11 22:44:13.461336,10000.00,SHORT,0.62,closed
181,3,2,COIN,271.29,271.80,2025-02-11 22:44:23.986664,2025-02-11 22:49:06.816125,,271.80,,2025-02-11 22:49:06.816125,10000.00,LONG,0.51,closed
182,4,2,TSLA,335.93,336.57,2025-02-11 22:45:09.822868,2025-02-11 22:45:53.679280,,336.57,,2025-02-11 22:45:53.679280,10000.00,SHORT,-0.64,closed
183,2,1,COIN,271.59,272.10,2025-02-11 22:45:48.418271,2025-02-11 22:47:51.916936,,272.10,,2025-02-11 22:47:51.916936,10000.00,SHORT,-0.51,closed
184,2,1,COIN,271.56,272.22,2025-02-11 22:45:48.673052,2025-02-11 22:47:53.169592,,272.22,,2025-02-11 22:47:53.169592,10000.00,SHORT,-0.66,closed
185,4,2,TSLA,336.19,336.00,2025-02-11 22:46:28.746530,2025-02-11 22:49:38.401630,,336.00,,2025-02-11 22:49:38.401630,10000.00,SHORT,0.19,closed
188,2,1,COIN,272.11,272.41,2025-02-11 22:49:00.819272,2025-02-11 22:51:01.806754,,272.41,,2025-02-11 22:51:01.806754,10000.00,SHORT,-0.30,closed
189,2,1,COIN,272.11,272.41,2025-02-11 22:49:01.554380,2025-02-11 22:51:01.306834,,272.41,,2025-02-11 22:51:01.306834,10000.00,SHORT,-0.30,closed
190,3,2,COIN,272.12,271.80,2025-02-11 22:49:40.902725,2025-02-11 22:52:32.196881,,271.80,,2025-02-11 22:52:32.196881,10000.00,LONG,-0.32,closed
191,4,2,TSLA,336.23,335.80,2025-02-11 22:51:03.566108,2025-02-11 22:54:38.035076,,335.80,,2025-02-11 22:54:38.035076,10000.00,SHORT,0.43,closed
192,2,1,COIN,272.04,268.75,2025-02-11 22:51:33.879259,2025-02-11 23:07:51.619478,,268.75,,2025-02-11 23:07:51.619478,10000.00,SHORT,3.29,closed
